user_id,username,user_credit,pref_quiet,pref_speed,pref_car_type
374,user374,94,1,1,1
375,user375,70,1,1,1
376,user376,100,0,0,4
377,user377,50,0,1,3
378,user378,97,1,0,3
379,user379,75,0,0,4
380,user380,86,1,0,4
381,user381,87,1,0,4
382,user382,60,0,1,4
383,user383,73,1,0,2
384,user384,63,0,1,3
385,user385,69,0,0,1
386,user386,61,0,0,2
387,user387,65,0,1,2
388,user388,84,1,0,4
389,user389,73,0,0,3
390,user390,51,0,0,2
391,user391,86,0,1,3
392,user392,75,0,1,4
393,user393,100,1,1,4
394,user394,65,0,1,2
395,user395,63,1,0,4
396,user396,100,1,0,2
397,user397,73,1,1,3
398,user398,78,0,0,4
399,user399,58,0,0,2
400,user400,91,0,1,3
401,user401,89,0,0,1
402,user402,62,1,1,2
403,user403,75,1,1,4
404,user404,54,0,1,3
405,user405,56,0,1,2
406,user406,68,0,1,1
407,user407,77,1,1,3
408,user408,70,0,0,3
409,user409,79,1,1,1
410,user410,94,1,0,1
411,user411,94,1,1,3
412,user412,96,0,1,3
413,user413,97,1,0,2
414,user414,89,0,1,2
415,user415,93,1,0,3
416,user416,92,0,1,4
417,user417,78,0,0,1
418,user418,55,0,0,3
419,user419,51,1,1,1
420,user420,92,0,1,2
421,user421,56,1,1,2
422,user422,75,1,1,3
423,user423,63,0,0,4
424,user424,98,0,0,4
425,user425,89,0,0,3
426,user426,93,0,0,1
427,user427,85,0,0,3
428,user428,72,1,0,2
429,user429,59,0,0,2
430,user430,61,1,1,1
431,user431,51,1,1,2
432,user432,63,0,1,4
433,user433,82,0,0,1
434,user434,60,1,0,2
435,user435,97,0,0,3
436,user436,63,0,1,2
437,user437,67,1,1,1
438,user438,89,0,0,4
439,user439,86,0,0,3
440,user440,99,1,1,4
441,user441,89,1,1,2
442,user442,83,1,0,4
443,user443,86,1,1,2
444,user444,88,0,1,3
445,user445,61,0,1,1
446,user446,92,0,1,4
447,user447,73,0,1,4
448,user448,50,1,0,1
449,user449,77,1,0,3
450,user450,51,1,1,4
451,user451,61,1,1,1
452,user452,98,1,1,4
453,user453,93,1,1,3
454,user454,88,1,1,4
455,user455,87,0,0,4
456,user456,83,1,1,1
457,user457,73,1,1,3
458,user458,82,0,0,1
459,user459,75,0,1,3
460,user460,63,0,1,3
461,user461,58,1,0,3
462,user462,50,1,1,2
463,user463,70,1,0,4
464,user464,81,1,1,4
465,user465,81,0,1,1
466,user466,88,0,1,1
467,user467,67,1,0,4
468,user468,68,1,0,3
469,user469,59,0,1,1
470,user470,89,0,1,1
471,user471,50,1,1,1
472,user472,68,1,1,3
473,user473,59,1,1,1
474,user474,95,1,1,1
475,user475,70,1,1,4
476,user476,93,0,0,1
477,user477,69,0,1,3
478,user478,59,1,1,1
479,user479,57,1,0,4
480,user480,56,0,1,1
481,user481,97,0,0,2
482,user482,57,1,0,3
483,user483,90,1,0,1
484,user484,90,0,0,2
485,user485,76,1,0,1
486,user486,86,1,0,4
487,user487,50,1,0,3
488,user488,79,1,1,1
489,user489,53,1,0,3
490,user490,88,1,1,1
491,user491,60,0,0,3
492,user492,63,1,0,4
493,user493,52,1,1,1
494,user494,76,0,1,3
495,user495,76,1,1,3
496,user496,95,1,1,3
497,user497,68,0,1,3
498,user498,61,0,1,4
499,user499,65,0,0,1
500,user500,56,0,1,4
