order_id,user_id,driver_id,user_credit,user_pref_quiet,user_pref_speed,user_pref_car_type,start_lat,start_lon,dest_lat,dest_lon
ORD00094,32,118.0,96,0,0,4,31.35956,121.491182,31.290861,121.47268
ORD00095,32,184.0,96,0,0,4,31.267743,121.476792,31.399185,121.466811
ORD00096,32,294.0,96,0,0,4,31.399981,121.483534,31.244755,121.37854
ORD00097,33,383.0,89,0,0,4,31.349877,121.451838,31.217667,121.362087
ORD00098,33,435.0,89,0,0,4,31.287772,121.424723,31.255393,121.362664
ORD00099,33,67.0,89,0,0,4,31.35903,121.383415,31.289942,121.420238
ORD00100,34,305.0,80,1,0,4,31.227299,121.339976,31.33467,121.479618
ORD00101,34,429.0,80,1,0,4,31.301188,121.483755,31.332939,121.483245
ORD00102,34,312.0,80,1,0,4,31.268503,121.309923,31.290156,121.357655
ORD00103,35,54.0,68,1,0,4,31.322536,121.335485,31.363061,121.39025
ORD00104,35,426.0,68,1,0,4,31.215027,121.300375,31.272526,121.456247
ORD00105,35,357.0,68,1,0,4,31.304609,121.407939,31.372976,121.411362
ORD00106,36,211.0,51,1,0,4,31.391943,121.470549,31.36732,121.376266
ORD00107,36,324.0,51,1,0,4,31.271115,121.333429,31.378596,121.400435
ORD00108,36,145.0,51,1,0,4,31.236605,121.310393,31.201221,121.419076
ORD00109,37,377.0,52,0,0,1,31.380737,121.368308,31.35413,121.427984
ORD00110,37,221.0,52,0,0,1,31.373861,121.38754,31.308306,121.301115
ORD00111,37,272.0,52,0,0,1,31.217482,121.328189,31.343398,121.441765
ORD00112,38,334.0,82,1,1,3,31.363889,121.373503,31.293045,121.357503
ORD00113,38,19.0,82,1,1,3,31.395945,121.300149,31.218313,121.323522
ORD00114,38,59.0,82,1,1,3,31.372261,121.314569,31.249771,121.455425
ORD00115,39,24.0,58,0,1,3,31.394347,121.34662,31.21201,121.30928
ORD00116,39,166.0,58,0,1,3,31.208528,121.450578,31.282382,121.446192
ORD00117,39,460.0,58,0,1,3,31.203511,121.35833,31.248036,121.317689
ORD00118,40,123.0,70,1,1,3,31.33742,121.343872,31.32957,121.485345
ORD00119,40,423.0,70,1,1,3,31.27414,121.398311,31.314648,121.377126
ORD00120,40,15.0,70,1,1,3,31.295791,121.433117,31.212462,121.493627
ORD00121,41,95.0,97,1,0,1,31.275431,121.430864,31.257102,121.417329
ORD00122,41,422.0,97,1,0,1,31.234222,121.481447,31.2637,121.462466
ORD00123,41,96.0,97,1,0,1,31.37307,121.407508,31.220832,121.330855
ORD00124,42,344.0,67,0,1,2,31.329521,121.466828,31.203247,121.40317
ORD00125,42,441.0,67,0,1,2,31.223779,121.447762,31.335601,121.490353
ORD00126,42,233.0,67,0,1,2,31.301661,121.31703,31.36142,121.448387
ORD00127,43,215.0,68,0,1,1,31.232281,121.445329,31.312897,121.480646
ORD00128,43,222.0,68,0,1,1,31.323984,121.454805,31.376448,121.347675
ORD00129,43,337.0,68,0,1,1,31.361488,121.365342,31.288711,121.395155
ORD00130,44,318.0,84,0,0,1,31.309762,121.49245,31.365956,121.415473
ORD00131,44,18.0,84,0,0,1,31.259436,121.438292,31.219615,121.372854
ORD00132,44,285.0,84,0,0,1,31.22139,121.488759,31.359653,121.448212
ORD00133,45,403.0,100,0,0,1,31.266479,121.47945,31.295995,121.33215
ORD00134,45,397.0,100,0,0,1,31.315205,121.499957,31.210864,121.461482
ORD00135,45,6.0,100,0,0,1,31.342641,121.429545,31.24258,121.414971
ORD00136,46,203.0,57,0,0,2,31.209792,121.406444,31.329094,121.491464
ORD00137,46,118.0,57,0,0,2,31.354265,121.485673,31.298832,121.436732
ORD00138,46,4.0,57,0,0,2,31.301876,121.45257,31.279065,121.486634
ORD00139,47,298.0,97,0,1,4,31.3021,121.395258,31.398209,121.498972
ORD00140,47,436.0,97,0,1,4,31.292082,121.310145,31.366635,121.43395
ORD00141,47,69.0,97,0,1,4,31.216532,121.318536,31.247204,121.492731
ORD00142,48,409.0,96,0,1,4,31.280273,121.487758,31.239027,121.328757
ORD00143,48,436.0,96,0,1,4,31.289531,121.301556,31.253722,121.492656
ORD00144,48,370.0,96,0,1,4,31.32912,121.4063,31.355636,121.385479
ORD00145,49,76.0,87,1,0,2,31.33322,121.392546,31.298893,121.458928
ORD00146,49,330.0,87,1,0,2,31.20373,121.497555,31.234426,121.349339
ORD00147,49,406.0,87,1,0,2,31.237539,121.356258,31.239185,121.384109
ORD00148,50,381.0,92,1,0,3,31.295372,121.387825,31.335062,121.360559
ORD00149,50,299.0,92,1,0,3,31.253361,121.300862,31.242735,121.456536
ORD00150,50,406.0,92,1,0,3,31.239221,121.35487,31.383508,121.457397
ORD00151,51,448.0,82,0,1,3,31.291415,121.47338,31.367937,121.369588
ORD00152,51,22.0,82,0,1,3,31.322977,121.478081,31.297528,121.39151
ORD00153,51,364.0,82,0,1,3,31.232644,121.457954,31.235766,121.489802
ORD00154,52,191.0,93,0,1,2,31.344285,121.308122,31.262017,121.420955
ORD00155,52,388.0,93,0,1,2,31.232426,121.401617,31.391428,121.316316
ORD00156,52,309.0,93,0,1,2,31.216876,121.384768,31.226267,121.454775
ORD00157,53,399.0,84,1,0,2,31.299048,121.326891,31.342647,121.462357
ORD00158,53,219.0,84,1,0,2,31.219743,121.3608,31.338972,121.472092
ORD00159,53,235.0,84,1,0,2,31.378357,121.475442,31.248735,121.371119
ORD00160,54,491.0,91,0,1,3,31.283183,121.411316,31.321724,121.337909
ORD00161,54,175.0,91,0,1,3,31.341076,121.329805,31.351541,121.376266
ORD00162,54,330.0,91,0,1,3,31.20662,121.493902,31.283275,121.46951
ORD00163,55,79.0,95,1,0,4,31.359034,121.342912,31.243411,121.400247
ORD00164,55,89.0,95,1,0,4,31.369326,121.432898,31.387628,121.429004
ORD00165,55,83.0,95,1,0,4,31.247795,121.407964,31.247056,121.402703
ORD00166,56,277.0,68,0,0,4,31.307816,121.440935,31.363513,121.457003
ORD00167,56,140.0,68,0,0,4,31.365464,121.360087,31.337963,121.403739
ORD00168,56,384.0,68,0,0,4,31.208522,121.455033,31.255634,121.465182
ORD00169,57,162.0,61,1,1,4,31.336148,121.315076,31.324724,121.315562
ORD00170,57,277.0,61,1,1,4,31.313403,121.435464,31.322334,121.410453
ORD00171,57,219.0,61,1,1,4,31.216914,121.356966,31.296182,121.473738
ORD00172,58,195.0,70,1,0,3,31.371114,121.422122,31.308583,121.329384
ORD00173,58,472.0,70,1,0,3,31.208126,121.316888,31.28575,121.315974
ORD00174,58,95.0,70,1,0,3,31.273504,121.428492,31.31336,121.306882
ORD00175,59,261.0,69,0,1,3,31.25766,121.390422,31.327693,121.351977
ORD00176,59,168.0,69,0,1,3,31.251198,121.490526,31.319912,121.398367
ORD00177,59,402.0,69,0,1,3,31.305665,121.304125,31.227255,121.319435
ORD00178,60,145.0,77,0,1,1,31.244218,121.308006,31.226856,121.481054
ORD00179,60,334.0,77,0,1,1,31.367027,121.379594,31.292585,121.487059
ORD00180,60,458.0,77,0,1,1,31.370805,121.419506,31.30623,121.478382
ORD00181,61,283.0,62,1,0,2,31.381347,121.421285,31.298368,121.456048
ORD00182,61,206.0,62,1,0,2,31.213128,121.338349,31.252424,121.330592
ORD00183,61,249.0,62,1,0,2,31.393461,121.489234,31.25809,121.427367
ORD00184,62,475.0,99,1,0,2,31.203853,121.473352,31.290714,121.406876
ORD00185,62,318.0,99,1,0,2,31.307606,121.495659,31.380182,121.433856
ORD00186,62,381.0,99,1,0,2,31.295164,121.387496,31.217249,121.37039
ORD00187,63,372.0,70,0,1,3,31.315666,121.315355,31.389671,121.440552
ORD00188,63,157.0,70,0,1,3,31.388232,121.399419,31.230748,121.408793
ORD00189,63,110.0,70,0,1,3,31.287542,121.367431,31.208418,121.386965
ORD00190,64,479.0,76,1,1,1,31.205762,121.314661,31.399798,121.494036
ORD00191,64,281.0,76,1,1,1,31.25446,121.317154,31.258415,121.484586
ORD00192,64,445.0,76,1,1,1,31.377631,121.492051,31.339582,121.393693
ORD00193,65,185.0,77,0,1,4,31.291044,121.337423,31.358908,121.403041
ORD00194,65,284.0,77,0,1,4,31.383287,121.419063,31.30791,121.451785
ORD00195,65,329.0,77,0,1,4,31.356772,121.336062,31.207009,121.366829
ORD00196,66,284.0,79,1,0,1,31.385001,121.414303,31.377941,121.383388
ORD00197,66,320.0,79,1,0,1,31.262269,121.349844,31.206857,121.419236
ORD00198,66,12.0,79,1,0,1,31.280058,121.382935,31.385822,121.416648
ORD00199,67,344.0,96,0,1,2,31.327474,121.464655,31.242396,121.433612
ORD00200,67,402.0,96,0,1,2,31.308699,121.305786,31.20848,121.341538
ORD00201,67,420.0,96,0,1,2,31.341027,121.49315,31.232808,121.349859
ORD00202,68,412.0,76,0,0,1,31.389616,121.423646,31.361933,121.340582
ORD00203,68,76.0,76,0,0,1,31.34636,121.389429,31.206063,121.346245
ORD00204,68,191.0,76,0,0,1,31.337232,121.306577,31.353319,121.328382
ORD00205,69,71.0,99,0,0,3,31.22393,121.332543,31.203769,121.35123
ORD00206,69,466.0,99,0,0,3,31.21582,121.398542,31.267212,121.308849
ORD00207,69,449.0,99,0,0,3,31.20441,121.356992,31.302385,121.388437
ORD00208,70,230.0,62,1,1,2,31.388465,121.343506,31.386688,121.360404
ORD00209,70,54.0,62,1,1,2,31.317383,121.331101,31.223975,121.316843
ORD00210,70,131.0,62,1,1,2,31.293759,121.363064,31.291411,121.493479
ORD00211,71,487.0,87,1,1,1,31.254115,121.308776,31.270753,121.462311
ORD00212,71,6.0,87,1,1,1,31.341636,121.429792,31.314764,121.439105
ORD00213,71,259.0,87,1,1,1,31.287815,121.332917,31.219052,121.444783
ORD00214,72,123.0,55,0,0,1,31.334575,121.341561,31.377418,121.406093
ORD00215,72,380.0,55,0,0,1,31.230468,121.327164,31.251006,121.325653
ORD00216,72,449.0,55,0,0,1,31.211025,121.358156,31.232933,121.446312
ORD00217,73,313.0,73,1,1,2,31.32797,121.496962,31.300785,121.340454
ORD00218,73,281.0,73,1,1,2,31.254759,121.315875,31.377724,121.499959
ORD00219,73,104.0,73,1,1,2,31.234824,121.406067,31.315672,121.332734
ORD00220,74,67.0,99,0,0,3,31.350112,121.378964,31.285875,121.426886
ORD00221,74,460.0,99,0,0,3,31.207107,121.366212,31.298432,121.39325
ORD00222,74,252.0,99,0,0,3,31.279304,121.449985,31.351048,121.37624
ORD00223,75,53.0,73,0,0,3,31.348185,121.365437,31.203269,121.334766
ORD00224,75,267.0,73,0,0,3,31.367312,121.351573,31.284736,121.485542
ORD00225,75,458.0,73,0,0,3,31.360438,121.414772,31.258583,121.409781
ORD00226,76,300.0,97,0,0,1,31.38726,121.36507,31.235694,121.310323
ORD00227,76,372.0,97,0,0,1,31.31679,121.314481,31.266502,121.43814
ORD00228,76,145.0,97,0,0,1,31.247145,121.304887,31.288315,121.356345
ORD00229,77,34.0,55,1,0,4,31.238673,121.49803,31.333506,121.314644
ORD00230,77,439.0,55,1,0,4,31.27565,121.376659,31.215736,121.481593
ORD00231,77,494.0,55,1,0,4,31.379558,121.364921,31.367766,121.460286
ORD00232,78,219.0,86,1,1,4,31.217052,121.358922,31.294283,121.419392
ORD00233,78,17.0,86,1,1,4,31.364084,121.472956,31.365828,121.495805
ORD00234,78,459.0,86,1,1,4,31.340168,121.479745,31.34976,121.347383
ORD00235,79,424.0,88,1,0,2,31.310551,121.470467,31.253682,121.452965
ORD00236,79,47.0,88,1,0,2,31.256481,121.443221,31.236695,121.36353
ORD00237,79,207.0,88,1,0,2,31.366921,121.477842,31.291274,121.38084
ORD00238,80,305.0,81,1,1,3,31.227994,121.336501,31.298946,121.446918
ORD00239,80,146.0,81,1,1,3,31.261793,121.393516,31.325475,121.466058
ORD00240,80,322.0,81,1,1,3,31.205412,121.447223,31.39208,121.384245
ORD00241,81,151.0,54,0,0,2,31.337282,121.441305,31.239546,121.359953
ORD00242,81,417.0,54,0,0,2,31.259003,121.476959,31.289752,121.413286
ORD00243,81,422.0,54,0,0,2,31.237198,121.484574,31.321859,121.472482
ORD00244,82,8.0,60,0,0,1,31.359556,121.305245,31.288853,121.431136
ORD00245,82,182.0,60,0,0,1,31.212141,121.366655,31.373565,121.460497
ORD00246,82,4.0,60,0,0,1,31.304001,121.451464,31.358956,121.385615
ORD00247,83,460.0,96,1,0,3,31.205328,121.366989,31.307512,121.394428
ORD00248,83,200.0,96,1,0,3,31.383457,121.352539,31.253463,121.486819
ORD00249,83,183.0,96,1,0,3,31.334015,121.350768,31.357968,121.305871
ORD00250,84,97.0,92,0,0,1,31.267712,121.329618,31.331175,121.359232
ORD00251,84,269.0,92,0,0,1,31.317345,121.410456,31.27946,121.371369
ORD00252,84,31.0,92,0,0,1,31.245495,121.369657,31.24185,121.478925
ORD00253,85,135.0,59,0,0,3,31.307783,121.375054,31.306014,121.364333
ORD00254,85,37.0,59,0,0,3,31.23272,121.488908,31.325504,121.35748
ORD00255,85,60.0,59,0,0,3,31.206023,121.413976,31.212841,121.43264
ORD00256,86,393.0,80,1,0,3,31.244713,121.382972,31.351338,121.357441
ORD00257,86,26.0,80,1,0,3,31.398882,121.414875,31.267619,121.478747
ORD00258,86,357.0,80,1,0,3,31.304674,121.407709,31.246377,121.304437
ORD00259,87,266.0,63,0,1,3,31.221287,121.46805,31.261282,121.356499
ORD00260,87,6.0,63,0,1,3,31.3369,121.43298,31.348311,121.308037
ORD00261,87,349.0,63,0,1,3,31.214939,121.347341,31.394459,121.478779
ORD00262,88,448.0,61,1,0,2,31.294346,121.473549,31.278419,121.403385
ORD00263,88,382.0,61,1,0,2,31.299827,121.468441,31.399342,121.347003
ORD00264,88,121.0,61,1,0,2,31.202683,121.371888,31.304335,121.432673
ORD00265,89,355.0,94,1,1,3,31.376239,121.428166,31.228151,121.499446
ORD00266,89,305.0,94,1,1,3,31.227921,121.334664,31.25904,121.391931
ORD00267,89,171.0,94,1,1,3,31.324805,121.398411,31.284834,121.492393
ORD00268,90,318.0,90,0,0,2,31.305591,121.497537,31.234514,121.485104
ORD00269,90,360.0,90,0,0,2,31.248942,121.415958,31.279959,121.489622
ORD00270,90,142.0,90,0,0,2,31.277514,121.470999,31.257589,121.418346
ORD00271,91,204.0,83,1,1,3,31.285688,121.390384,31.37901,121.370331
ORD00272,91,326.0,83,1,1,3,31.208884,121.334271,31.384017,121.351696
ORD00273,91,465.0,83,1,1,3,31.378429,121.454139,31.32013,121.35819
ORD00274,92,159.0,59,1,0,3,31.27058,121.386294,31.382925,121.431698
ORD00275,92,245.0,59,1,0,3,31.279007,121.47952,31.278107,121.479935
ORD00276,92,431.0,59,1,0,3,31.384946,121.348044,31.389857,121.474276
ORD00277,93,255.0,67,1,0,4,31.222567,121.484962,31.305599,121.43322
ORD00278,93,386.0,67,1,0,4,31.202695,121.330119,31.368036,121.476532
ORD00279,93,223.0,67,1,0,4,31.220623,121.459971,31.307766,121.371088
ORD00280,94,46.0,71,0,1,3,31.26006,121.420842,31.255111,121.440516
ORD00281,94,18.0,71,0,1,3,31.257472,121.439203,31.220757,121.359762
ORD00282,94,206.0,71,0,1,3,31.218215,121.340353,31.397454,121.348851
ORD00283,95,131.0,75,0,1,3,31.294344,121.361022,31.356427,121.40612
ORD00284,95,116.0,75,0,1,3,31.389692,121.409268,31.243139,121.441759
ORD00285,95,306.0,75,0,1,3,31.251131,121.417174,31.207175,121.441397
ORD00286,96,266.0,70,0,1,3,31.21442,121.462828,31.361614,121.36079
ORD00287,96,454.0,70,0,1,3,31.267571,121.363045,31.275467,121.377665
ORD00288,96,405.0,70,0,1,3,31.237713,121.427498,31.226574,121.325454
ORD00289,97,38.0,68,0,1,4,31.308058,121.465221,31.22844,121.439246
ORD00290,97,122.0,68,0,1,4,31.359923,121.425825,31.359068,121.466749
ORD00291,97,237.0,68,0,1,4,31.258152,121.425121,31.304382,121.329426
ORD00292,98,151.0,96,1,1,2,31.337313,121.437669,31.294213,121.431138
ORD00293,98,223.0,96,1,1,2,31.22239,121.459098,31.300694,121.389928
ORD00294,98,179.0,96,1,1,2,31.266801,121.423527,31.355135,121.433766
ORD00295,99,405.0,73,0,0,4,31.25002,121.433366,31.25834,121.331741
ORD00296,99,178.0,73,0,0,4,31.23241,121.389852,31.343616,121.331544
ORD00297,99,63.0,73,0,0,4,31.309926,121.43307,31.225769,121.425858
ORD00298,100,146.0,86,0,0,3,31.268759,121.393328,31.213685,121.494087
ORD00299,100,436.0,86,0,0,3,31.274716,121.303563,31.335254,121.459054
ORD00300,100,127.0,86,0,0,3,31.313662,121.422921,31.246178,121.325587
ORD00301,101,458.0,97,0,1,2,31.366703,121.420918,31.255421,121.491078
ORD00302,101,42.0,97,0,1,2,31.279668,121.439811,31.37535,121.424319
ORD00303,101,109.0,97,0,1,2,31.266355,121.338914,31.327185,121.349202
ORD00304,102,30.0,68,0,1,4,31.254265,121.455257,31.297723,121.487704
ORD00305,102,69.0,68,0,1,4,31.217862,121.318716,31.34732,121.468083
ORD00306,102,380.0,68,0,1,4,31.230377,121.327316,31.282699,121.422656
ORD00307,103,258.0,71,0,0,1,31.379666,121.307701,31.339327,121.446438
ORD00308,103,356.0,71,0,0,1,31.331945,121.441667,31.244237,121.458416
ORD00309,103,393.0,71,0,0,1,31.234003,121.385405,31.298636,121.343425
ORD00310,104,238.0,51,1,0,2,31.245242,121.329878,31.353173,121.306526
ORD00311,104,30.0,51,1,0,2,31.24972,121.450456,31.370916,121.449326
ORD00312,104,131.0,51,1,0,2,31.297458,121.351955,31.331723,121.449982
ORD00313,105,273.0,63,1,0,1,31.346454,121.402269,31.243268,121.426818
ORD00314,105,17.0,63,1,0,1,31.359748,121.465223,31.288786,121.380718
ORD00315,105,53.0,63,1,0,1,31.348636,121.366062,31.290824,121.3577
ORD00316,106,483.0,52,1,1,4,31.25115,121.438466,31.230392,121.30775
ORD00317,106,51.0,52,1,1,4,31.391817,121.438061,31.202768,121.310136
ORD00318,106,151.0,52,1,1,4,31.339303,121.44023,31.325929,121.473451
ORD00319,107,226.0,83,1,1,4,31.367349,121.315499,31.235511,121.458372
ORD00320,107,118.0,83,1,1,4,31.359715,121.494087,31.246252,121.395492
ORD00321,107,34.0,83,1,1,4,31.248106,121.495531,31.306925,121.342536
ORD00322,108,234.0,69,1,1,3,31.387579,121.452638,31.262745,121.472993
ORD00323,108,129.0,69,1,1,3,31.218902,121.454836,31.280924,121.385399
ORD00324,108,58.0,69,1,1,3,31.389379,121.450297,31.384018,121.368192
ORD00325,109,18.0,75,0,1,2,31.259892,121.439183,31.25,121.340623
ORD00326,109,91.0,75,0,1,2,31.352254,121.429882,31.399869,121.386496
ORD00327,109,134.0,75,0,1,2,31.321449,121.46098,31.379869,121.442892
ORD00328,110,433.0,80,1,1,3,31.202421,121.382558,31.370545,121.421284
ORD00329,110,493.0,80,1,1,3,31.242342,121.31729,31.250478,121.362276
ORD00330,110,302.0,80,1,1,3,31.347832,121.311,31.328288,121.304392
ORD00331,111,130.0,96,1,0,1,31.236858,121.459096,31.304898,121.384445
ORD00332,111,330.0,96,1,0,1,31.219814,121.495423,31.256695,121.441055
ORD00333,111,265.0,96,1,0,1,31.338543,121.417054,31.373913,121.410733
ORD00334,112,76.0,59,0,1,3,31.332113,121.392563,31.266415,121.425094
ORD00335,112,187.0,59,0,1,3,31.371139,121.304333,31.235664,121.309884
ORD00336,112,211.0,59,0,1,3,31.394657,121.466746,31.313028,121.395752
ORD00337,113,158.0,60,1,1,1,31.346629,121.420057,31.28098,121.488184
ORD00338,113,303.0,60,1,1,1,31.240663,121.444886,31.291878,121.437495
ORD00339,113,369.0,60,1,1,1,31.397483,121.363729,31.20987,121.339277
ORD00340,114,219.0,86,0,0,2,31.221959,121.362398,31.23176,121.339256
ORD00341,114,359.0,86,0,0,2,31.371344,121.383109,31.324668,121.467617
ORD00342,114,406.0,86,0,0,2,31.237608,121.354511,31.234276,121.341632
ORD00343,115,131.0,81,1,0,4,31.287929,121.359896,31.350232,121.30821
ORD00344,115,393.0,81,1,0,4,31.240746,121.376957,31.370927,121.336414
ORD00345,115,15.0,81,1,0,4,31.292123,121.432814,31.329724,121.440977
ORD00346,116,329.0,81,1,0,3,31.355057,121.332778,31.269548,121.412251
